"Southeast.Winds","Northeast.Winds","Abundance"
0.3,-1.6,0.00277258823919926
0.35,-1.6,0.00281668971684012
0.4,-1.6,0.00286052714874256
0.45,-1.6,0.00290406661167346
0.5,-1.6,0.00294727396422595
0.55,-1.6,0.00299011488992529
0.6,-1.6,0.00303255494128095
0.65,-1.6,0.00307455958470906
0.7,-1.6,0.0031160942462464
0.75,-1.6,0.00315712435797384
0.8,-1.6,0.00319761540506451
0.85,-1.6,0.00323753297336933
0.9,-1.6,0.00327684279744984
0.95,-1.6,0.00331551080896647
1,-1.6,0.00335350318532782
1.05,-1.6,0.00339078639850541
1.1,-1.6,0.00342732726391609
1.15,-1.6,0.00346309298927373
1.2,-1.6,0.00349805122331008
1.25,-1.6,0.00353217010426455
1.3,-1.6,0.00356541830804161
1.35,-1.6,0.00359776509593458
1.4,-1.6,0.00362918036181454
1.45,-1.6,0.0036596346786833
1.5,-1.6,0.00368909934449002
1.55,-1.6,0.0037175464271119
1.6,-1.6,0.0037449488084006
1.65,-1.6,0.00377128022719713
1.7,-1.6,0.00379651532122016
1.75,-1.6,0.00382062966773398
1.8,-1.6,0.00384359982290532
1.85,-1.6,0.00386540335975999
1.9,-1.6,0.00388601890465361
1.95,-1.6,0.00390542617217327
2,-1.6,0.00392360599839055
-2,-1.55,0.000968486638543102
-1.95,-1.55,0.000999167542601922
-1.9,-1.55,0.0010304725708593
-1.85,-1.55,0.00106239982076428
-1.8,-1.55,0.00109494669089319
-1.75,-1.55,0.00112810986286378
-1.7,-1.55,0.00116188528392024
-1.65,-1.55,0.00119626815024529
-1.6,-1.55,0.00123125289105585
-1.55,-1.55,0.0012668331535382
-1.5,-1.55,0.00130300178867859
-1.45,-1.55,0.00133975083804448
-1.4,-1.55,0.00137707152157105
-1.35,-1.55,0.00141495422640671
-1.3,-1.55,0.00145338849687051
-1.25,-1.55,0.00149236302557273
-1.2,-1.55,0.0015318656457493
-1.15,-1.55,0.00157188332485823
-1.1,-1.55,0.00161240215948552
-1.05,-1.55,0.00165340737160522
-1,-1.55,0.00169488330623706
-0.95,-1.55,0.0017368134305421
-0.9,-1.55,0.00177918033439516
